event_id,po_id,worker_id,time_start,intent,item,quantity,unit,lot_code,supplier,in_reply_to,utterance
EVT-S0808,PO-5573,W-19,2026-09-08T08:43:10+00:00,receive,onions,60,cases,O5573-32,North Fork Cold 2,,"receiving 60 cases of onions, lot O5573-32, from North Fork Cold 2"
EVT-S0809,PO-5574,W-17,2026-09-12T13:35:37+00:00,receive,spinach,40,cases,S5574-58,Valley Mist,,"receiving 40 cases of spinach, lot S5574-58, from Valley Mist"
EVT-S0810,PO-5574,W-17,2026-09-12T13:35:37+00:00,receive,zucchini,48,cases,Z5574-80,Valley Mist,,"receiving 48 cases of zucchini, lot Z5574-80, from Valley Mist"
EVT-S0811,PO-5575,W-18,2026-09-07T11:13:08+00:00,receive,avocado,24,cases,A5575-99,Fresh Farms,,"receiving 24 cases of avocado, lot A5575-99, from Fresh Farms"
EVT-S0812,PO-5576,W-19,2026-09-07T07:41:06+00:00,receive,romaine,30,cases,R5576-64,Prairie Lot,,"receiving 30 cases of romaine, lot R5576-64, from Prairie Lot"
EVT-S0813,PO-5577,W-19,2026-09-09T09:54:16+00:00,receive,romaine,40,cases,R5577-73,Sierra Packing,,"receiving 40 cases of romaine, lot R5577-73, from Sierra Packing"
EVT-S0814,PO-5577,W-19,2026-09-09T09:57:16+00:00,confirm_discrepancy,romaine,40,cases,R5577-73,Sierra Packing,CLQ-RCV-5577-ROM,"yeah that's right, only 40 on the pallet, not 50"
EVT-S0815,PO-5578,W-18,2026-09-11T14:44:39+00:00,receive,romaine,12,cases,R5578-69,Berry Grove Co,,"receiving 12 cases of romaine, lot R5578-69, from Berry Grove Co"
EVT-S0816,PO-5579,W-19,2026-09-10T08:12:47+00:00,receive,avocado,32,cases,A5579-81,Sunridge Organics 4,,"receiving 32 cases of avocado, lot A5579-81, from Sunridge Organics 4"
EVT-S0817,PO-5580,W-19,2026-09-11T09:00:00+00:00,receive,cabbage,30,cases,C5580-48,High Desert Growers 2,,"receiving 30 cases of cabbage, lot C5580-48, from High Desert Growers 2"
EVT-S0818,PO-5581,W-19,2026-09-09T09:57:49+00:00,receive,avocado,12,cases,A5581-32,Fresh Farms,,"receiving 12 cases of avocado, lot A5581-32, from Fresh Farms"
EVT-S0819,PO-5582,W-18,2026-09-07T14:18:21+00:00,receive,cabbage,20,cases,C5582-71,Harbor Greens 5,,"receiving 20 cases of cabbage, lot C5582-71, from Harbor Greens 5"
EVT-S0820,PO-5583,W-18,2026-09-07T11:07:57+00:00,receive,zucchini,12,cases,Z5583-76,Blue Mesa Farms 4,,"receiving 12 cases of zucchini, lot Z5583-76, from Blue Mesa Farms 4"
EVT-S0821,PO-5584,W-19,2026-09-08T13:23:43+00:00,receive,broccoli,40,cases,B5584-55,CoolChain Farms,,"receiving 40 cases of broccoli, lot B5584-55, from CoolChain Farms"
EVT-S0822,PO-5584,W-19,2026-09-08T13:23:43+00:00,receive,romaine,20,cases,R5584-45,CoolChain Farms,,"receiving 20 cases of romaine, lot R5584-45, from CoolChain Farms"
EVT-S0823,PO-5585,W-17,2026-09-11T10:05:24+00:00,receive,avocado,16,cases,A5585-49,Valley Mist 2,,"receiving 16 cases of avocado, lot A5585-49, from Valley Mist 2"
EVT-S0824,PO-5586,W-18,2026-09-10T09:53:45+00:00,receive,green beans,40,cases,G5586-67,Fresh Farms,,"receiving 40 cases of green beans, lot G5586-67, from Fresh Farms"
EVT-S0825,PO-5586,W-18,2026-09-10T09:53:45+00:00,receive,squash,30,cases,S5586-37,Fresh Farms,,"receiving 30 cases of squash, lot S5586-37, from Fresh Farms"
